bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,id
5.0,All-receipts receipt bonus,2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,5.0,2021-01-13,1.0,FINISHED,1.0,54943462e4b07e684157a532,600fb1e00a7214ada200004c
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,200.0,2021-01-25,9.0,FINISHED,89.91,600fb1ac73c60b12049027bb,600fb2060a720f053500004b
0.0,No purchases,2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,250.0,2021-01-23,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb,600fb21c0a7214ada2000055
5.0,All-receipts receipt bonus,2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,5.0,2021-01-13,1.0,FINISHED,1.0,54943462e4b07e684157a532,600fb1e20a720f0535000047
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,250.0,2021-01-10,10.0,FINISHED,10.0,600fb1ac73c60b12049027bb,600fb1fd0a720f053500004a
100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,400.0,2021-01-26,1.0,FINISHED,9.99,600fb1ac73c60b12049027bb,600fb20b0a7214ada2000051
5.0,All-receipts receipt bonus,2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,5.0,2021-01-26,2.0,FINISHED,1.0,6011f31ea4b74c18d3a8c476,6011f39c0a720f05350000b4
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,250.0,2021-01-25,5.0,FINISHED,50.0,6010bddaa4b74c120bd19dfb,6010bdfa0a7214ada200005a
5.0,All-receipts receipt bonus,2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,5.0,2021-01-25,1.0,FINISHED,1.0,54943462e4b07e684157a532,6010be200a7214ada200005e
5.0,All-receipts receipt bonus,2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,10199.8,2021-01-26,2.0,FINISHED,11.0,6011f31ea4b74c18d3a8c476,6011f3490a7214ada200010e
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,850.0,2021-01-26,4.0,FINISHED,21.0,60118c0fa4b74c18d3a8c151,60118c0f0a7214ada200007e
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,4850.0,2021-01-26,1.0,FINISHED,3.25,60118beaa4b74c18d3a8c0f8,60118bea0a720f0535000064
5.0,All-receipts receipt bonus,2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,5.0,2021-01-26,4.0,FINISHED,25.0,60118c0fa4b74c18d3a8c151,60118c150a720f053500006d
5.0,All-receipts receipt bonus,2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,5.0,2021-01-26,1.0,FINISHED,2.23,6010bddaa4b74c120bd19dfb,6010be3f0a7214ada2000063
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,5850.0,2021-01-25,1.0,FINISHED,3.25,6010bdf673c60b120490404e,6010bdf60a7214ada2000059
0.0,No purchases,2021-01-27,2021-01-27,,2021-01-27,,0.0,2017-10-29,3.0,REJECTED,3.0,60118bcfa4b74c18d3a8c0d7,60118c3b0a7214ada2000089
25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,25.0,2021-01-25,1.0,FINISHED,1.0,6010bddaa4b74c120bd19dfb,6010be5a0a720f053500005a
5.0,All-receipts receipt bonus,2021-01-27,2021-01-27,,2021-01-27,2021-01-27,5.0,2021-01-26,1.0,FLAGGED,1.0,6011f31ea4b74c18d3a8c476,6011f4380a720f05350000b9
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26,2021-01-26,,2021-01-26,2021-01-26,750.0,2021-01-25,1.0,FLAGGED,1.0,6010be18a4b74c120bd19e43,6010be180a7214ada200005d
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,760.0,2021-01-25,1.0,FINISHED,1.0,6010bddaa4b74c120bd19dfb,6010bdef0a720f0535000053
300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,400.0,2021-01-19,1.0,FINISHED,10.0,6010bddaa4b74c120bd19dfb,6010bdfd0a720f0535000055
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,250.0,2021-01-19,1.0,FINISHED,10.0,6010bddaa4b74c120bd19dfb,6010be0a0a7214ada200005b
5.0,All-receipts receipt bonus,2020-11-08,2020-11-08,2021-01-26,2021-01-26,2021-01-26,94.6,2020-11-07,6.0,FINISHED,14.0,5fa8d542b055fd1dfdf09517,5fa8d5790a7214adc30001c4
5.0,All-receipts receipt bonus,2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,1005.0,2021-01-26,2.0,FINISHED,11.0,54943462e4b07e684157a532,60118bd30a720f0535000062
5.0,All-receipts receipt bonus,2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,5.0,2021-01-26,1.0,FINISHED,29.0,6011f33173c60b1804ce1102,6011f3390a720f05350000af
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26,2021-01-26,,2021-01-26,2021-01-26,810.0,2021-01-25,5.0,FLAGGED,13.0,6010be1c73c60b1204904079,6010be1c0a720f0535000057
5.0,All-receipts receipt bonus,2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,5.0,2021-01-27,1.0,FINISHED,2.23,60118bcfa4b74c18d3a8c0d7,60118c340a720f0535000073
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27,2021-01-27,,2021-01-27,,250.0,2021-01-26,1.0,FLAGGED,1.0,60118bcfa4b74c18d3a8c0d7,60118be80a7214ada2000075
0.0,No purchases,2021-01-26,2021-01-26,,2021-01-26,,0.0,2017-10-29,3.0,REJECTED,3.0,6010bddaa4b74c120bd19dfb,6010be460a7214ada2000066
5.0,All-receipts receipt bonus,2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,5.0,2021-01-26,1.0,FINISHED,20.0,6011f33173c60b1804ce1102,6011f33a0a7214ada200010b
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,760.0,2021-01-26,1.0,FINISHED,1.0,60118bcfa4b74c18d3a8c0d7,60118be20a7214ada2000074
5.0,All-receipts receipt bonus,2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,5.0,2021-01-26,5.0,FINISHED,21.0,6011f33173c60b1804ce1102,6011f3360a7214ada2000109
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,1850.0,2021-01-26,6.0,FINISHED,28.0,60118c09a4b74c18d3a8c12e,60118c0a0a720f0535000067
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,150.0,2021-01-19,1.0,FINISHED,10.0,60118bcfa4b74c18d3a8c0d7,60118bf90a7214ada2000079
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-11-08,2020-11-08,,2021-01-26,2020-11-08,750.0,2020-11-07,11.0,REJECTED,1.0,5fa8d573770b516dda4f4d21,5fa8d5730a7214adc30001c3
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26,2021-01-26,2021-01-26,2021-01-26,2021-01-26,150.0,2021-01-26,4.0,FINISHED,22.0,6010be6673c60b12049040ef,6010be6a0a720f053500005c
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e64e0a720f05f8000031
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e66c0a720f05f800004d
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e65b0a720f05f800003d
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6013410c0a7214ad5000002a
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,601340ff0a7214ad50000024
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,1049.8,2021-01-27,2.0,FINISHED,29.98,6012e1e6a4b74c3cbc516088,6012ea2d0a720f05f8000068
5.0,All-receipts receipt bonus,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,5.0,2021-01-27,1.0,FINISHED,1.0,60132acb73c60b3ca7f3ba32,60132b1f0a7214ad5000000c
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,250.0,2021-01-20,1.0,FINISHED,10.0,60132acb73c60b3ca7f3ba32,60132ae40a7214ad50000007
300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,300.0,2021-01-20,1.0,FINISHED,10.0,60132acb73c60b3ca7f3ba32,60132aef0a720f05f800006d
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,601341150a7214ad5000002e
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e6380a720f05f800001c
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e62d0a720f05f8000012
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,601341040a7214ad50000026
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e64f0a720f05f8000032
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,601340fc0a720f05f8000089
5.0,All-receipts receipt bonus,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,5.0,2021-01-27,2.0,FINISHED,1.0,60132acb73c60b3ca7f3ba32,60132b740a7214ad50000012
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e6430a720f05f8000026
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,850.0,2021-01-27,1.0,FINISHED,24.0,60132b85a4b74c3cbc516295,60132b860a720f05f8000075
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,601341160a720f05f8000095
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e6750a720f05f8000055
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e6620a720f05f8000043
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e6840a720f05f8000063
100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,940.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e6210a720f05f8000007
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e6710a720f05f8000051
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-25,2021-01-25,2021-01-25,2021-01-28,2021-01-25,4944.7,2021-01-23,689.0,FINISHED,4566.17,600f29a64329897eac239049,600f2fc80a720f0535000030
0.0,No purchases,2021-01-28,2021-01-28,,2021-01-28,,0.0,,0.0,FLAGGED,0.0,60132b8873c60b3ca7f3bae8,60132b890a7214ad50000013
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e6850a720f05f8000064
5.0,All-receipts receipt bonus,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,5.0,2021-01-27,4.0,FINISHED,20.0,60132b8b73c60b3ca7f3baee,60132b960a720f05f800007a
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e6660a720f05f8000047
0.0,No purchases,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,840.0,2021-01-27,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6013410f0a720f05f8000092
25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,35.0,2021-01-28,1.0,FINISHED,1.0,601442ce67804a1228b1dc41,601443720a7214ad50000063
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,375.0,2021-01-24,5.0,FINISHED,25.0,6014485b84231211ce793d79,601448f30a720f05f80000d9
5.0,All-receipts receipt bonus,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,5.0,2021-01-28,2.0,FINISHED,1.0,6014319173c60b3ca7f3bf01,601431db0a720f05f80000a8
5.0,All-receipts receipt bonus,2021-01-29,2021-01-29,,2021-01-29,,5.0,2021-01-28,1.0,REJECTED,10.0,6014436084231211ce793ced,601443600a7214ad50000060
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,750.0,2021-02-28,1.0,FINISHED,1.0,60145a3c84231211ce796c5d,60145a3d0a7214ad50000082
100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,100.0,2021-01-13,1.0,FINISHED,1.0,6014499c67804a1228b1f5b0,60144aee0a720f05f80000f1
0.0,No purchases,2021-01-29,2021-01-29,2021-01-29,2021-01-29,,0.0,2021-01-28,0.0,PENDING,2.23,6014319173c60b3ca7f3bf01,601431e40a7214ad50000041
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,1499.5,2021-01-28,5.0,FINISHED,99.95,60147a84c8b50e11d8453f29,60147ba00a7214ad500000d3
0.0,No purchases,2021-01-29,2021-01-29,,2021-01-29,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601487f80a720f05f800018d
5.0,All-receipts receipt bonus,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,5.0,2021-01-28,1.0,FINISHED,28.0,601465a884231211ce796db3,601465b00a7214ad5000009f
0.0,No purchases,2021-01-29,2021-01-29,,2021-01-29,,0.0,,0.0,FLAGGED,0.0,60145a5467804a1228b20ded,60145a540a720f05f8000116
0.0,No purchases,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,840.0,2021-01-28,4.0,FINISHED,84.0,60145ff384231211ce796d51,601472e20a7214ad500000ce
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,250.0,2021-01-28,1.0,FINISHED,1.0,601442ce67804a1228b1dc41,601442dd0a7214ad50000054
25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,25.0,2021-01-21,1.0,FINISHED,10.0,601442ce67804a1228b1dc41,601443310a720f05f80000c6
5.0,All-receipts receipt bonus,2021-01-29,2021-01-29,,2021-01-29,,5.0,2021-01-28,1.0,REJECTED,10.0,60145a5167804a1228b20ddd,60145a510a7214ad50000086
5.0,All-receipts receipt bonus,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,5.0,2021-01-28,2.0,FINISHED,1.0,60145a3c84231211ce796c5d,60145a960a7214ad50000095
0.0,No purchases,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,100.0,2021-01-21,1.0,FINISHED,10.0,6014658e67804a1228b20ef4,601465f40a720f05f8000137
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,3250.0,2021-01-28,2.0,FINISHED,11.0,60145a3c84231211ce796c5d,60145a830a7214ad5000008f
25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,35.0,2021-01-28,1.0,FINISHED,1.0,6014319173c60b3ca7f3bf01,601432400a7214ad50000043
5.0,All-receipts receipt bonus,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,5.0,2021-01-28,1.0,FINISHED,1.0,54943462e4b07e684157a532,601442570a7214ad5000004b
5.0,All-receipts receipt bonus,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,5.0,2021-01-28,2.0,FINISHED,1.0,6014554a67804a1228b20ca9,601455a80a720f05f8000107
5.0,All-receipts receipt bonus,2021-01-29,2021-01-29,,2021-01-29,,5.0,2021-01-28,1.0,REJECTED,10.0,6014558284231211ce796b88,601455820a720f05f80000fb
5.0,All-receipts receipt bonus,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,5.0,2021-01-28,2.0,FINISHED,11.0,54943462e4b07e684157a532,6014323b0a720f05f80000b2
5.0,All-receipts receipt bonus,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,5.0,2021-01-24,5.0,FINISHED,25.0,601441a984231211ce792603,601442710a720f05f80000bb
5.0,All-receipts receipt bonus,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,5.0,2021-01-28,1.0,FINISHED,28.0,6014435467804a1228b1dcaf,6014435e0a720f05f80000d1
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,250.0,2021-01-28,1.0,FINISHED,10.0,6014499c67804a1228b1f5b0,60144adf0a720f05f80000ef
5.0,All-receipts receipt bonus,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,5.0,2021-01-28,5.0,FINISHED,21.0,6014558767804a1228b20d00,601455900a720f05f8000102
45.0,COMPLETE_PARTNER_RECEIPT,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,50.0,2021-01-28,1.0,FINISHED,1.0,6014485b84231211ce793d79,601448fe0a720f05f80000df
0.0,No purchases,2021-01-29,2021-01-29,,2021-01-29,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601487e20a7214ad5000010d
5.0,All-receipts receipt bonus,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-01-29,5.0,2021-01-26,5.0,FINISHED,49.95,60146f2ac8b50e11d8452661,60146fbd0a7214ad500000ba
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601510460a7214ad5000014a
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60157c190a720f05f80001eb
0.0,No purchases,2021-01-29,2021-01-29,,2021-01-29,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6014aa550a720f05f800019b
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60155a1b0a7214ad50000170
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015010b0a7214ad50000143
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015556b0a720f05f80001db
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015048f0a720f05f80001bf
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601581f40a7214ad50000181
0.0,No purchases,2021-01-29,2021-01-29,,2021-01-29,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6014a4760a7214ad50000116
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015a06b0a7214ad5000018d
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015d9d80a720f05f8000219
0.0,No purchases,2021-01-29,2021-01-29,,2021-01-29,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6014e99b0a7214ad50000137
0.0,No purchases,2021-01-29,2021-01-29,,2021-01-29,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6014dde60a7214ad50000132
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015f2730a720f05f8000224
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015c13b0a720f05f800020e
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015d8ab0a720f05f8000218
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015a2c30a7214ad5000018e
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015268a0a7214ad50000155
0.0,No purchases,2021-01-29,2021-01-29,,2021-01-29,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6014f5520a720f05f80001ba
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60150cc40a720f05f80001c3
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015d0780a720f05f8000214
0.0,No purchases,2021-01-29,2021-01-29,,2021-01-29,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6014d3560a720f05f80001ad
0.0,No purchases,2021-01-29,2021-01-29,,2021-01-29,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6014cfd30a7214ad5000012b
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015938d0a720f05f80001f6
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601542ab0a720f05f80001d5
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601561230a7214ad50000173
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601551e70a7214ad5000016c
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015970b0a7214ad50000189
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015ca9c0a7214ad5000019c
0.0,No purchases,2021-01-30,2021-01-30,,2021-01-30,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6015637b0a7214ad50000175
0.0,No purchases,2021-01-31,2021-01-31,,2021-01-31,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6016560f0a7214ad500001dd
0.0,No purchases,2021-01-31,2021-01-31,,2021-01-31,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,60171af00a7214ad50000229
0.0,No purchases,2021-01-31,2021-01-31,,2021-01-31,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,601687480a720f05f800025b
0.0,No purchases,2021-01-31,2021-01-31,,2021-01-31,,0.0,,0.0,SUBMITTED,0.0,5fc961c3b8cfca11a077dd33,6016acc60a720f05f800026e
