bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,id
0.0,No purchases,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,250.0,2020-12-29,5.0,FINISHED,49.95,5fff4beedf9ace121f0c17ea,5fff4c910a720f05f3000026
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-12,2021-01-12,,2021-01-13,,750.0,2021-01-11,1.0,REJECTED,2.29,5ffe115404929101d0aaebb2,5ffe17e20a720f05ac0000e7
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,1750.0,2021-01-13,1.0,FINISHED,10.0,5fff561abd4dff11dda8fa2b,5fff561b0a720f05f300002e
5.0,All-receipts receipt bonus,2021-01-13,2021-01-13,,2021-01-13,2021-01-13,2005.0,2021-01-12,1.0,FLAGGED,1.0,5fff2698b3348b03eb45bb10,5fff26fd0a720f05f300001d
25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,35.0,2021-01-12,1.0,FINISHED,1.0,5fff2698b3348b03eb45bb10,5fff26fb0a7214ad4c000019
45.0,COMPLETE_PARTNER_RECEIPT,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,50.0,2021-01-12,1.0,FINISHED,1.0,5fff55dabd4dff11dda8f5f1,5fff564a0a7214ad4c000030
45.0,COMPLETE_PARTNER_RECEIPT,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,50.0,2021-01-12,1.0,FINISHED,1.0,5fff4beedf9ace121f0c17ea,5fff4c8e0a720f05f3000025
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,250.0,2021-01-12,1.0,FINISHED,10.0,5fff4beedf9ace121f0c17ea,5fff4c810a720f05f3000023
5.0,All-receipts receipt bonus,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,5.0,2021-01-10,5.0,FINISHED,49.95,5fff4beedf9ace121f0c17ea,5fff4c8a0a7214ad4c000025
5.0,All-receipts receipt bonus,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,5.0,2021-01-02,5.0,FINISHED,49.95,5fff4beedf9ace121f0c17ea,5fff4c8c0a7214ad4c000026
0.0,No purchases,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,250.0,2021-01-10,5.0,FINISHED,49.95,5fff55dabd4dff11dda8f5f1,5fff564d0a720f05f3000038
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,295.0,2021-01-12,2.0,FINISHED,2.0,5fff2698b3348b03eb45bb10,5fff26cb0a7214ad4c00000e
45.0,COMPLETE_PARTNER_RECEIPT,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,100.0,2021-01-13,1.0,FINISHED,0.99,5fff4beedf9ace121f0c17ea,5fff4ca90a720f05f300002a
5.0,All-receipts receipt bonus,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,305.0,2021-01-12,1.0,FINISHED,1.0,5fff0f4fb3348b03eb45abb0,5fff0f8c0a7214ad28006e32
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,750.0,2021-01-11,5.0,FINISHED,50.0,5fff2698b3348b03eb45bb10,5fff26990a720f05f300000b
5.0,All-receipts receipt bonus,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,5.0,2021-01-12,3.0,FINISHED,22.0,5fff26bfb3348b03eb45bb32,5fff26c40a720f05f3000014
5.0,All-receipts receipt bonus,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,5.0,2021-01-12,2.0,FINISHED,1.0,5fff2698b3348b03eb45bb10,5fff26d70a7214ad4c00000f
5.0,All-receipts receipt bonus,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,5.0,2021-01-12,1.0,FINISHED,22.0,5fff26bfb3348b03eb45bb32,5fff26c60a7214ad4c00000c
45.0,COMPLETE_PARTNER_RECEIPT,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,50.0,2021-01-12,1.0,FINISHED,1.0,54943462e4b07e684157a532,5fff0f990a7214ad28006e36
5.0,All-receipts receipt bonus,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,5.0,2021-01-08,5.0,FINISHED,49.95,5fff55dabd4dff11dda8f5f1,5fff566e0a720f05f300003f
0.0,No purchases,2021-01-13,2021-01-13,,2021-01-13,,8700.0,2021-02-13,10.0,FLAGGED,290.0,5fff2698b3348b03eb45bb10,5fff26f10a7214ad4c000018
5.0,All-receipts receipt bonus,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,5.0,2020-12-31,1.0,FINISHED,1.0,54943462e4b07e684157a532,5fff4c710a7214ad4c00001d
5.0,All-receipts receipt bonus,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,5.0,2020-12-31,1.0,FINISHED,1.0,54943462e4b07e684157a532,5fff562e0a720f05f300002f
0.0,No purchases,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,91.2,2021-01-12,4.0,FINISHED,18.2,5fff4beedf9ace121f0c17ea,5fff4c960a720f05f3000027
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,750.0,2021-01-12,1.0,FINISHED,1.0,5fff4c7d61ffa811fdb0856f,5fff4c7d0a720f05f3000022
5.0,All-receipts receipt bonus,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,5.0,2021-01-01,1.0,FINISHED,1.0,54943462e4b07e684157a532,6000b8770a720f05f3000069
5.0,All-receipts receipt bonus,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,5.0,2021-01-13,3.0,FINISHED,21.0,6000d4abe2571211db395b5c,6000d4b10a720f05f3000076
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,750.0,2021-01-13,1.0,FINISHED,1.0,6000b884fb296c121a81ad3b,6000b8840a720f05f300006c
5.0,All-receipts receipt bonus,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,5.0,2021-01-11,5.0,FINISHED,49.95,6000b7aefb296c121a8198b1,6000b8280a720f05f3000061
45.0,COMPLETE_PARTNER_RECEIPT,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,50.0,2021-01-13,1.0,FINISHED,1.0,54943462e4b07e684157a532,6000b8810a7214ad4c00005e
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,500.0,2021-01-12,5.0,FINISHED,50.0,6000d46cfb296c121a81b20c,6000d48d0a7214ad4c000063
5.0,All-receipts receipt bonus,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,5.0,2021-01-13,1.0,FINISHED,20.0,6000d4abe2571211db395b5c,6000d4b00a7214ad4c00006c
0.0,No purchases,2021-01-14,2021-01-14,,2021-01-14,,0.0,2017-10-29,3.0,REJECTED,3.0,6000d46cfb296c121a81b20c,6000d4d30a720f05f3000081
5.0,All-receipts receipt bonus,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,5.0,2021-01-13,1.0,FINISHED,1.0,54943462e4b07e684157a532,6000b87d0a7214ad4c00005d
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,682.4,2021-01-13,21.0,FINISHED,84.78,5e27526d0bdb6a138c32b556,6000b2be0a7214ad4c00004d
0.0,No purchases,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,837.4,2021-01-13,21.0,FINISHED,101.75,5e27526d0bdb6a138c32b556,6000c8460a720f05f300006f
100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,100.0,2021-01-13,4.0,FINISHED,20.0,6000d4abe2571211db395b5c,6000d4ae0a720f05f3000075
0.0,No purchases,2021-01-14,2021-01-14,,2021-01-14,,0.0,,0.0,FLAGGED,0.0,6000d4aafb296c121a81b27e,6000d4aa0a720f05f3000072
0.0,No purchases,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,237.8,2021-01-13,21.0,FINISHED,90.36,5e27526d0bdb6a138c32b556,6000b9b70a720f05f300006d
25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,160.0,2021-01-13,2.0,FINISHED,2.0,600056a3f7e5b011fce897b0,600056de0a720f05f3000049
0.0,No purchases,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,250.0,2021-01-09,5.0,FINISHED,49.95,6000b7aefb296c121a8198b1,6000b82f0a720f05f3000063
0.0,No purchases,2021-01-14,2021-01-14,,2021-01-14,,0.0,,0.0,SUBMITTED,0.0,5a43c08fe4b014fd6b6a0612,6000accd0a7214ad4c00004b
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,750.0,2021-01-13,2.0,FINISHED,11.0,6000d46cfb296c121a81b20c,6000d4810a720f05f3000070
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,750.0,2021-01-13,6.0,FINISHED,25.0,60005704bd4dff11dda90a9d,600057040a7214ad4c000041
5.0,All-receipts receipt bonus,2021-01-14,2021-01-14,,2021-01-14,,5.0,2021-01-13,1.0,REJECTED,10.0,6000d4b5fb296c121a81b2bd,6000d4b50a720f05f3000078
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14,2021-01-14,,2021-01-14,2021-01-14,750.0,2021-01-13,1.0,FLAGGED,1.0,6000d4bae2571211db395b9f,6000d4ba0a720f05f300007a
0.0,No purchases,2021-01-14,2021-01-14,,2021-01-14,,0.0,,0.0,SUBMITTED,0.0,5a43c08fe4b014fd6b6a0612,6000c74b0a7214ad4c000060
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14,2021-01-14,,2021-01-14,2021-01-14,810.0,2021-01-13,5.0,FLAGGED,13.0,600056d6bd4dff11dda90a3f,600056d60a720f05f3000047
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,350.0,2021-01-06,1.0,FINISHED,10.0,6000d46cfb296c121a81b20c,6000d4900a7214ad4c000064
0.0,No purchases,2021-01-14,2021-01-14,,2021-01-14,,8700.0,2021-02-14,10.0,FLAGGED,290.0,6000d46cfb296c121a81b20c,6000d4bc0a7214ad4c000070
0.0,No purchases,2021-01-14,2021-01-14,,2021-01-14,,0.0,2021-01-13,4.0,REJECTED,4.0,5e56d38507a0df22a15dfc85,600082b40a720f05f3000058
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,250.0,2021-01-13,3.0,FINISHED,23.0,6000d4abe2571211db395b5c,6000d4ac0a7214ad4c000069
5.0,All-receipts receipt bonus,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,5.0,2021-01-13,2.0,FINISHED,11.0,600056a3f7e5b011fce897b0,600056da0a720f05f3000048
5.0,All-receipts receipt bonus,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,5.0,2021-01-13,4.0,FINISHED,18.2,6000b7aefb296c121a8198b1,6000b8590a7214ad4c000057
25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-14,2021-01-14,,2021-01-14,,25.0,2021-01-13,1.0,FLAGGED,1.0,600056a3f7e5b011fce897b0,600056ea0a720f05f300004b
0.0,No purchases,2021-01-15,2021-01-15,,2021-01-15,,0.0,,0.0,SUBMITTED,0.0,6000b75bbe5fc96dfee1d4d3,600205f60a7214ad4c00007b
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,855.7,2021-01-08,86.0,FINISHED,271.63,6000b75bbe5fc96dfee1d4d3,600206000a720f05f3000087
0.0,No purchases,2021-01-15,2021-01-15,,2021-01-15,,0.0,,0.0,SUBMITTED,0.0,6000b75bbe5fc96dfee1d4d3,6001bb110a720f05f3000085
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,605.7,2021-01-08,103.0,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,600208270a720f05f3000088
0.0,No purchases,2021-01-15,2021-01-15,,2021-01-15,,0.0,,0.0,SUBMITTED,0.0,5a43c08fe4b014fd6b6a0612,6001e3a80a7214ad4c000078
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16,2021-01-16,2021-01-16,2021-01-16,2021-01-16,2416.7,2021-01-15,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,1806.4,2021-01-04,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b
0.0,No purchases,2021-01-15,2021-01-15,,2021-01-15,,0.0,,0.0,SUBMITTED,0.0,6002475cfb296c121a81b98d,600247cd0a7214ad4c00007e
0.0,No purchases,2021-01-15,2021-01-15,,2021-01-15,,0.0,,0.0,SUBMITTED,0.0,60025c65fb296c4ef805d9e6,60025eb70a720f05f300008e
300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,405.7,2021-01-08,93.0,FINISHED,373.55,6000b75bbe5fc96dfee1d4d3,60020d2a0a720f05f300008a
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,1516.9,2021-01-13,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7,6002590c0a7214ad4c000082
0.0,No purchases,2021-01-15,2021-01-15,,2021-01-15,,0.0,,0.0,SUBMITTED,0.0,6002541ae257124ec6b99a3a,600254550a720f05f300008c
0.0,No purchases,2021-01-15,2021-01-15,,2021-01-15,,0.0,,0.0,SUBMITTED,0.0,60024f24e257124ec6b99a13,60024fa00a7214ad4c00007f
0.0,No purchases,2021-01-15,2021-01-15,,2021-01-15,,0.0,,0.0,SUBMITTED,0.0,60025c65fb296c4ef805d9e6,60025f550a7214ad4c000084
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,1658.3,2021-01-14,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6,60025cb80a720f05f300008d
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16,2021-01-16,2021-01-16,2021-01-16,2021-01-16,2685.8,2021-01-15,240.0,FINISHED,850.49,60037005e257124ec6b99ec2,600370250a720f05f3000090
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,879.1,2021-01-14,6.0,FINISHED,30.65,6002541ae257124ec6b99a3a,6002584e0a7214ad4c000081
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,250.0,2021-01-14,1.0,FINISHED,3.99,6000b75bbe5fc96dfee1d4d3,60020af60a720f05f3000089
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,3659.4,2021-01-14,309.0,FINISHED,1043.18,60025fe0e257124ec6b99a87,600260210a720f05f300008f
0.0,No purchases,2021-01-17,2021-01-17,,2021-01-17,,0.0,,0.0,SUBMITTED,0.0,600498c4e257124ec6b9a331,600498e60a720f05f3000093
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16,2021-01-16,2021-01-16,2021-01-16,2021-01-16,934.4,2021-01-15,39.0,FINISHED,118.05,60037a94fb296c4ef805ddbe,60037b500a7214ad4c000086
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-17,2021-01-17,2021-01-17,2021-01-17,2021-01-17,877.7,2021-01-08,164.0,FINISHED,574.16,6004a5d3fb296c4ef805e256,6004a5f20a7214ad4c000088
0.0,No purchases,2021-01-17,2021-01-17,,2021-01-17,,0.0,,0.0,SUBMITTED,0.0,600495c3fb296c4ef805e1fc,600496350a7214ad4c000087
0.0,No purchases,2021-01-17,2021-01-17,,2021-01-17,,0.0,,0.0,SUBMITTED,0.0,5fa32b4d898c7a11a6bcebce,60048e120a720f05f3000092
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-17,2021-01-17,2021-01-17,2021-01-17,2021-01-17,922.1,2020-12-31,212.0,FINISHED,743.79,60049cdce257124ec6b9a353,60049d9d0a720f05f3000094
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-18,2021-01-18,,2021-01-18,,800.0,2021-01-16,2.0,FLAGGED,10.0,5fb0a078be5fc9775c1f3945,6005ee0e0a7214ad4c000089
0.0,No purchases,2021-01-18,2021-01-18,,2021-01-18,,0.0,,0.0,SUBMITTED,0.0,5a43c08fe4b014fd6b6a0612,6005b60f0a720f05f3000096
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-17,2021-01-17,2021-01-17,2021-01-18,2021-01-17,1541.8,2021-01-08,167.0,FINISHED,574.65,6004a965e257124ec6b9a39f,6004a99e0a720f05f3000095
0.0,No purchases,2021-01-18,2021-01-18,,2021-01-18,,0.0,,0.0,SUBMITTED,0.0,5a43c08fe4b014fd6b6a0612,6005f5450a720f05f3000097
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-15,2021-01-15,2021-01-18,2021-01-18,2021-01-18,750.0,2021-01-12,1.0,FINISHED,1.0,5fb0a078be5fc9775c1f3945,6001f2470a7214ad4c00007a
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-18,1.0,FINISHED,10.0,60074b49325c8a1794623876,60074bbf0a720f05fa000039
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,1000.0,2021-01-14,5.0,FINISHED,49.95,600741d06e6469120a787853,600741fe0a7214ad89000001
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-18,4.0,FINISHED,4.66,60074b49325c8a1794623876,60074b8b0a7214ad89000029
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,755.0,2021-01-18,1.0,FINISHED,1.0,6007423b6e6469120a787c2c,6007423c0a720f05fa000001
0.0,No purchases,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,350.0,2021-01-19,1.0,FINISHED,9.99,600748196e64691717e8d4f0,600748640a720f05fa000026
0.0,No purchases,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,125.0,2021-01-16,5.0,FINISHED,25.0,60074b49325c8a1794623876,60074bbd0a7214ad89000031
45.0,COMPLETE_PARTNER_RECEIPT,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,50.0,2021-01-18,1.0,FINISHED,1.0,6007464b6e64691717e8c1f0,600746ce0a720f05fa000017
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-18,1.0,FINISHED,1.0,600741d06e6469120a787853,6007425e0a720f05fa00000a
45.0,COMPLETE_PARTNER_RECEIPT,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,50.0,2021-01-18,1.0,FINISHED,1.0,54943462e4b07e684157a532,60074b930a7214ad8900002d
45.0,COMPLETE_PARTNER_RECEIPT,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,50.0,2021-01-18,1.0,FINISHED,1.0,54943462e4b07e684157a532,600746fb0a7214ad8900001b
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,250.0,2021-01-16,5.0,FINISHED,25.0,600741d06e6469120a787853,600742490a720f05fa000004
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-18,1.0,FINISHED,1.0,60074b49325c8a1794623876,60074bcb0a7214ad89000037
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,150.0,2021-01-18,1.0,FINISHED,10.0,600741d06e6469120a787853,6007424d0a720f05fa000006
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-06,1.0,FINISHED,1.0,54943462e4b07e684157a532,60074b900a7214ad8900002b
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-14,5.0,FINISHED,49.95,60074b49325c8a1794623876,60074bcc0a7214ad89000038
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,755.0,2021-01-18,1.0,FINISHED,1.0,600746fd6e64691717e8cfb5,600746fd0a720f05fa00001f
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,574.4,2021-01-17,14.0,FINISHED,30.57,6006f1c5e257127d5d9aedfb,6006f2d10a7214ad4c00008b
27.0,COMPLETE_PARTNER_RECEIPT,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,50.6,2021-01-18,4.0,FINISHED,4.66,6007464b6e64691717e8c1f0,600746ea0a720f05fa00001b
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-18,4.0,FINISHED,4.66,6007464b6e64691717e8c1f0,600746d90a7214ad89000015
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-03,1.0,FINISHED,1.0,6007464b6e64691717e8c1f0,600746c60a7214ad89000011
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-08,5.0,FINISHED,49.95,6007464b6e64691717e8c1f0,600746cd0a7214ad89000013
45.0,COMPLETE_PARTNER_RECEIPT,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,50.0,2021-01-18,1.0,FINISHED,1.0,54943462e4b07e684157a532,600742420a720f05fa000003
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-16,5.0,FINISHED,49.95,6007464b6e64691717e8c1f0,600746c90a7214ad89000012
300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,300.0,2021-01-19,5.0,FINISHED,25.0,6007464b6e64691717e8c1f0,600746c00a7214ad8900000f
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-06,1.0,FINISHED,1.0,54943462e4b07e684157a532,60074b8e0a7214ad8900002a
300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,300.0,2021-01-18,9.0,FINISHED,89.91,60074b49325c8a1794623876,60074b7d0a720f05fa000037
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,750.0,2021-01-18,1.0,FINISHED,1.0,60074b996e64691717e8f11a,60074b9a0a7214ad89000030
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-18,1.0,FINISHED,1.0,54943462e4b07e684157a532,60074b960a7214ad8900002e
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-19,1.0,FINISHED,9.99,6007464b6e64691717e8c1f0,600746e80a7214ad89000017
5.0,All-receipts receipt bonus,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,5.0,2021-01-16,5.0,FINISHED,49.95,60074b49325c8a1794623876,60074bc60a7214ad89000034
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20,2021-01-20,2021-01-20,2021-01-20,2021-01-20,2055.5,2021-01-08,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20,2021-01-20,2021-01-20,2021-01-20,2021-01-20,5850.0,2021-01-19,1.0,FINISHED,21.0,60088d5cb6310511daa4ee6f,60088d5d0a7214ad890000ed
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20,2021-01-20,2021-01-20,2021-01-20,2021-01-20,250.0,2021-02-20,1.0,FINISHED,1.0,6008873eb6310511daa4e8eb,600887560a720f05fa000098
5.0,All-receipts receipt bonus,2021-01-20,2021-01-20,2021-01-20,2021-01-20,2021-01-20,5.0,2021-01-19,1.0,FINISHED,20.0,60088a46b6310511daa4ec97,60088a4e0a720f05fa0000da
5.0,All-receipts receipt bonus,2021-01-20,2021-01-20,2021-01-20,2021-01-20,2021-01-20,5.0,2021-01-19,2.0,FINISHED,11.0,54943462e4b07e684157a532,60088e7f0a720f05fa00011e
